review_id,user_name,user_image_url,review_text,rating,thumbs_up,review_created_version,review_time,reply_text,reply_time,app_version
22b95dd1-0be6-45cf-9671-03b9cfa4c1f8,Vipul Kumar,https://play-lh.googleusercontent.com/a/ACg8ocJwh6ZZbqemPh1ZOl4_PdbslfGph7XRay_SgvOfDLgFSc7T9A=mo,good work,5,0,1.2025.350,2025-12-29 10:05:36,,,1.2025.350
9a412dc2-c80c-4b21-8841-a1d00e5b40db,Nilesh Sankpal,https://play-lh.googleusercontent.com/a/ACg8ocKRyWv-GLplDUpAJu6brp7UVSDUTuR5bX0CF6iooP2d0zkCyw=mo,Ok,5,0,1.2025.252,2025-12-29 10:05:11,,,1.2025.252
f914c946-b525-43d7-aefa-b6f1ac26c638,Gamachu Daba,https://play-lh.googleusercontent.com/a/ACg8ocIg-5qt7EiZRLLjWqTONdnBd2VS0mKRpu2dFtPsAStB3kQ3kw=mo,i love it,5,0,1.2025.140,2025-12-29 10:05:10,,,1.2025.140
2cbbd7fa-c16f-4b13-89ee-7042a145f60a,Babita Kashyap,https://play-lh.googleusercontent.com/a/ACg8ocLA4bEOWOzQYc1Fn_K8N4TUyb1pnMbFGiHaFPZOidGjOVh2yCI=mo,nice,5,0,1.2025.350,2025-12-29 10:04:49,,,1.2025.350
b642746d-1315-4fde-a77f-7d780436ac09,Virginia Kathii,https://play-lh.googleusercontent.com/a-/ALV-UjUzroRmc1PUXvia7ExjdCwXyT5g53IF9Ncyg-Y6Lc4BFRnY21LM,the best in getting all the answers for your questions,5,0,1.2025.350,2025-12-29 10:04:40,,,1.2025.350
9cd5e4f3-736d-4fe5-8ae2-5d3264f28f08,Abdul kaiyum Warsi,https://play-lh.googleusercontent.com/a/ACg8ocKI2rrsdqjFlM_uhp9QJk-Wcv8QXABJ_gA-6cdjLbmCP6o78A=mo,very good app 😃,5,0,1.2025.350,2025-12-29 10:04:31,,,1.2025.350
18e8109c-9f13-4a00-bfb9-8db0ea852cb2,Ankesh Khare,https://play-lh.googleusercontent.com/a-/ALV-UjX7q5WeqG1Ot6hpPsbpQkxX2quWvJvYAFiBnun41FK8dJHOkyIppg,good,5,0,1.2025.350,2025-12-29 10:04:30,,,1.2025.350
7edd3366-5ff6-4ee0-a13e-13c56527ca96,M Jnod,https://play-lh.googleusercontent.com/a/ACg8ocIC3OfOQXUq7QwvydZIzF8ifs-wOlGAB5OYiVBA47eJR0iTqA=mo,goooooooood,5,0,1.2025.350,2025-12-29 10:04:00,,,1.2025.350
59ddf5d5-0652-4747-8d2b-01148e0ac054,Suraj Rana,https://play-lh.googleusercontent.com/a/ACg8ocJxpybvqkvE1FnmT_Don3LmhpglHwlXeKn8kTiOqJJ61U5r6g=mo,good 😊,5,0,1.2025.350,2025-12-29 10:03:34,,,1.2025.350
0fd774d8-b436-4ea3-ab8b-9ab64bcb555a,Abdullah sikander,https://play-lh.googleusercontent.com/a/ACg8ocLZ1s_43ol_Wb9mWzr_KWzih8DmAO_jz-OL-jzsxVOrcr3_xg=mo,It's applicable and hmm..quite good,4,0,1.2025.350,2025-12-29 10:03:27,,,1.2025.350
dcb3e6bc-779e-4232-bc81-c4815d4296c4,Mpha City,https://play-lh.googleusercontent.com/a/ACg8ocKyWwuiPMxP43-8Egl5zlPvEHqihjhgetHu9gt6Ug4wKw8gMg=mo,Why limits of creating artworks,5,0,1.2025.350,2025-12-29 10:03:20,,,1.2025.350
b78c5dff-22ce-4297-b63b-6131ec051f0a,Kebiru Hassan,https://play-lh.googleusercontent.com/a/ACg8ocIueORKss6ykUBe5XO8BZG22X3Snea8F8RpUX6yquRYxhH3Kw=mo,it nice,5,0,,2025-12-29 10:01:58,,,
c979fd0b-db2b-4b9b-9ed4-5f507c8e6702,Deepak Singh,https://play-lh.googleusercontent.com/a-/ALV-UjUBPffeG3punE4S_jh3djyTvM5XIB2f_WxgNqEwwKpRqUW5a3jf,okk,3,0,1.2025.350,2025-12-29 10:01:50,,,1.2025.350
ce0d7004-981f-4ef5-882f-ab321b7160d4,Atul kumar Atul kumar,https://play-lh.googleusercontent.com/a-/ALV-UjW27T6ax6MPXbtSTtPbiPcDCQVZa83ZcUkEWUHp-vCA8aEF1z1F,best app,5,0,1.2025.350,2025-12-29 10:01:43,,,1.2025.350
b666e0ce-8855-425f-919b-5970fccd68b4,Abel Endashaw,https://play-lh.googleusercontent.com/a/ACg8ocIN0CXl8P64vAOagMAsyohmiIKLh9bnYSzdDeT9bpuGjFUBlg=mo,extremely full,5,0,1.2025.343,2025-12-29 10:01:18,,,1.2025.343
abf98055-d60b-4e07-9d4d-e668ff6c2319,Hawa Mahal Bangles,https://play-lh.googleusercontent.com/a-/ALV-UjVPELs_5-qcIirM6AUqke-3l7MKKWgzttRvkZGwzMTW1jO6nuc,voice assistant improvement please,5,0,1.2025.350,2025-12-29 09:59:39,,,1.2025.350
22107281-d9cd-4ff5-9ca9-e60e8bd61176,Krish Andy,https://play-lh.googleusercontent.com/a/ACg8ocKx0i8XzC4dgER9NL8YIgI_V0OFvZQSskh9vwk-YBTDg37_OQ=mo,e enjoy it,5,0,1.2025.210,2025-12-29 09:59:37,,,1.2025.210
735ed51d-b007-4012-bdb7-e513e0af922a,Sandeep Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWekxs5l97aTZ2cbiZscHCwoRl08Xx8uxk6S72oZAp4tUKAt10,love it,5,0,1.2025.350,2025-12-29 09:59:26,,,1.2025.350
81965ae5-4c61-40cf-a868-cdbffab91a30,Amarkv Kannur,https://play-lh.googleusercontent.com/a/ACg8ocKzrou_5v0XLr7T_83-UC49gZ4WjaEPBOiJbcJKR9GDoN-5=mo,“Good AI app with a nice personality. It helps me create scripts and game add‑ons. I like the features and how easy it is to use.”,5,0,1.2025.350,2025-12-29 09:59:26,,,1.2025.350
db798f81-f358-4a4f-9b81-e25a7f3e1dc8,Akash Chauhan,https://play-lh.googleusercontent.com/a-/ALV-UjWg091HZ6KUEpPrPG5MdObp3TgIzk6d6-LXfmSiJzfBpUmdvPIhBQ,good,4,0,1.2025.350,2025-12-29 09:59:08,,,1.2025.350
5831058d-3eec-42b8-8306-1eb19837a874,Shehan Wijesekara,https://play-lh.googleusercontent.com/a/ACg8ocJ94b31-4115XQaC3dwqba4yMcEfRUihXBdal37WCI2xlxAfQ=mo,wow amazing app i love it 💐✨️🌎,5,0,1.2025.350,2025-12-29 09:59:08,,,1.2025.350
78877a58-672f-419f-baa3-498ab8d92b0b,daniel bassey,https://play-lh.googleusercontent.com/a/ACg8ocLI2t1JuQ3uGDehJNR3w3lC0JOzvxGGD4qpS4Nw8qrK2fHgVA=mo,"it's a multi popose app, it's do research and also communicate as a human robot making it easy to use.",4,0,1.2025.350,2025-12-29 09:58:41,,,1.2025.350
c54c05df-771d-4dc8-9776-be43866dccc8,Gopal Dhaka,https://play-lh.googleusercontent.com/a/ACg8ocITfkqhKjlmsQ-vw6fONmeuDxXYDRxJPjnd-s04UqlKy6WrDA=mo,nice app and helpfull app,5,0,1.2025.350,2025-12-29 09:58:40,,,1.2025.350
6de2cd07-b39b-4651-9a4e-17026b192a62,KMTLG entertainment,https://play-lh.googleusercontent.com/a/ACg8ocLcFw389bxyP2gP9liDaoLKNqdBUSK4mk6Pje6k6hVf52UTxA=mo,👌👌,5,0,1.2025.350,2025-12-29 09:57:46,,,1.2025.350
364dd832-01b5-4023-a4af-ba538f0131eb,Roli Saxena,https://play-lh.googleusercontent.com/a/ACg8ocKU6yXjWZjSZHpmN3mrlaK9aGQvKj_kBQCSFY8IhKaEPLuH_A=mo,happy,5,0,1.2025.350,2025-12-29 09:57:45,,,1.2025.350
a6f63f39-de18-4784-a402-1313226c3acf,Aftab Ali,https://play-lh.googleusercontent.com/a/ACg8ocITV9gAo9gYR0107SQwhr2u6xPRS_YCFQrn-6kUl_7dqEHNqQ=mo,bhoot acha laga mujy ap sa mil k mujy ik asa dost mil gya jisy ma shru din sa chahta tha,5,0,1.2025.350,2025-12-29 09:56:53,,,1.2025.350
09b814f1-4ae9-49e7-8b41-2811f6e85c54,GOLU,https://play-lh.googleusercontent.com/a/ACg8ocIltMHzn98D7uRr3XFQCSlaK6lHWefCQFG7eRtLebOqu0RugA=mo,good,3,0,1.2025.350,2025-12-29 09:56:41,,,1.2025.350
fa788ba8-9b03-4047-83d6-b9e95cceb589,John Highton,https://play-lh.googleusercontent.com/a/ACg8ocKOkM-oeEgV8VpVx8muSvC4cNBt1tmj7hHg2mqa3eA31Oi9_pU0=mo,useful tool,5,0,1.2025.350,2025-12-29 09:56:40,,,1.2025.350
e680db0b-207f-4303-a213-62cefbedc9ce,Sandrah Love,https://play-lh.googleusercontent.com/a/ACg8ocIjbrBOOdTRweoYvAB5OARlpEAz3HhImG_z9NKbxZ7td5a9sQ=mo,fun,5,0,,2025-12-29 09:56:20,,,
f071225d-1b79-45f6-8b13-492d02b972f9,Wempie joseph Vrede,https://play-lh.googleusercontent.com/a-/ALV-UjX7Zc1q37tgTHtGYxj2j3tZh7KsnPkX2Qil_hYLk1tR6Xugoz4,best thing that ever happened to and made my life easier..,5,0,1.2025.350,2025-12-29 09:54:17,,,1.2025.350
